gene_callers_id	source	accession	function	e_value
g18634.t1	KeggGhostKoala	K09569	 FKBP2; FK506-binding protein 2 [EC:5.2.1.8]	0
g7301.t1	KeggGhostKoala	K09571	 FKBP4_5; FK506-binding protein 4/5 [EC:5.2.1.8]	0
g7302.t1	KeggGhostKoala	K09571	 FKBP4_5; FK506-binding protein 4/5 [EC:5.2.1.8]	0
g18635.t1	KeggGhostKoala	K09571	 FKBP4_5; FK506-binding protein 4/5 [EC:5.2.1.8]	0
g40975.t1	KeggGhostKoala	K09571	 FKBP4_5; FK506-binding protein 4/5 [EC:5.2.1.8]	0
g42286.t1	KeggGhostKoala	K09571	 FKBP4_5; FK506-binding protein 4/5 [EC:5.2.1.8]	0
g42286.t2	KeggGhostKoala	K09571	 FKBP4_5; FK506-binding protein 4/5 [EC:5.2.1.8]	0
g42943.t1	KeggGhostKoala	K09578	 PIN1; peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 [EC:5.2.1.8]	0
g20572.t1	KeggGhostKoala	K09579	 PIN4; peptidyl-prolyl cis-trans isomerase NIMA-interacting 4 [EC:5.2.1.8]	0
g3277.t1	KeggGhostKoala	K09580	 PDIA1, P4HB; protein disulfide-isomerase A1 [EC:5.3.4.1]	0
g4832.t1	KeggGhostKoala	K09580	 PDIA1, P4HB; protein disulfide-isomerase A1 [EC:5.3.4.1]	0
g7261.t1	KeggGhostKoala	K09580	 PDIA1, P4HB; protein disulfide-isomerase A1 [EC:5.3.4.1]	0
g25893.t1	KeggGhostKoala	K09580	 PDIA1, P4HB; protein disulfide-isomerase A1 [EC:5.3.4.1]	0
g30602.t1	KeggGhostKoala	K09580	 PDIA1, P4HB; protein disulfide-isomerase A1 [EC:5.3.4.1]	0
g30602.t2	KeggGhostKoala	K09580	 PDIA1, P4HB; protein disulfide-isomerase A1 [EC:5.3.4.1]	0
g32886.t1	KeggGhostKoala	K09580	 PDIA1, P4HB; protein disulfide-isomerase A1 [EC:5.3.4.1]	0
g33072.t1	KeggGhostKoala	K09580	 PDIA1, P4HB; protein disulfide-isomerase A1 [EC:5.3.4.1]	0
g33073.t1	KeggGhostKoala	K09580	 PDIA1, P4HB; protein disulfide-isomerase A1 [EC:5.3.4.1]	0
g33295.t2	KeggGhostKoala	K09580	 PDIA1, P4HB; protein disulfide-isomerase A1 [EC:5.3.4.1]	0
g34100.t1	KeggGhostKoala	K09580	 PDIA1, P4HB; protein disulfide-isomerase A1 [EC:5.3.4.1]	0
g43325.t1	KeggGhostKoala	K09580	 PDIA1, P4HB; protein disulfide-isomerase A1 [EC:5.3.4.1]	0
g49801.t1	KeggGhostKoala	K09580	 PDIA1, P4HB; protein disulfide-isomerase A1 [EC:5.3.4.1]	0
g49801.t2	KeggGhostKoala	K09580	 PDIA1, P4HB; protein disulfide-isomerase A1 [EC:5.3.4.1]	0
g14116.t1	KeggGhostKoala	K09584	 PDIA6, TXNDC7; protein disulfide-isomerase A6 [EC:5.3.4.1]	0
g22326.t1	KeggGhostKoala	K09584	 PDIA6, TXNDC7; protein disulfide-isomerase A6 [EC:5.3.4.1]	0
g28953.t1	KeggGhostKoala	K09584	 PDIA6, TXNDC7; protein disulfide-isomerase A6 [EC:5.3.4.1]	0
g43196.t1	KeggGhostKoala	K09584	 PDIA6, TXNDC7; protein disulfide-isomerase A6 [EC:5.3.4.1]	0
g46469.t1	KeggGhostKoala	K09584	 PDIA6, TXNDC7; protein disulfide-isomerase A6 [EC:5.3.4.1]	0
g46508.t1	KeggGhostKoala	K09584	 PDIA6, TXNDC7; protein disulfide-isomerase A6 [EC:5.3.4.1]	0
g26199.t1	KeggGhostKoala	K09587	 CYP90B1, DWF4; steroid 22-alpha-hydroxylase [EC:1.14.13.-]	0
g34197.t1	KeggGhostKoala	K09588	 CYP90A1, CPD; cytochrome P450 family 90 subfamily A polypeptide 1 [EC:1.14.-.-]	0
g22182.t1	KeggGhostKoala	K09590	 CYP85A1, BR6OX1; brassinosteroid-6-oxidase 1 [EC:1.14.-.-]	0
g23231.t1	KeggGhostKoala	K09590	 CYP85A1, BR6OX1; brassinosteroid-6-oxidase 1 [EC:1.14.-.-]	0
g23232.t1	KeggGhostKoala	K09590	 CYP85A1, BR6OX1; brassinosteroid-6-oxidase 1 [EC:1.14.-.-]	0
g48162.t1	KeggGhostKoala	K09590	 CYP85A1, BR6OX1; brassinosteroid-6-oxidase 1 [EC:1.14.-.-]	0
g48162.t2	KeggGhostKoala	K09590	 CYP85A1, BR6OX1; brassinosteroid-6-oxidase 1 [EC:1.14.-.-]	0
g25291.t1	KeggGhostKoala	K09591	 DET2; steroid 5-alpha-reductase [EC:1.3.1.22]	0
g45788.t1	KeggGhostKoala	K09591	 DET2; steroid 5-alpha-reductase [EC:1.3.1.22]	0
g48060.t1	KeggGhostKoala	K09595	 HM13; minor histocompatibility antigen H13 [EC:3.4.23.-]	0
g11167.t1	KeggGhostKoala	K09597	 SPPL2B; signal peptide peptidase-like 2B [EC:3.4.23.-]	0
g11736.t1	KeggGhostKoala	K09597	 SPPL2B; signal peptide peptidase-like 2B [EC:3.4.23.-]	0
g41662.t1	KeggGhostKoala	K09597	 SPPL2B; signal peptide peptidase-like 2B [EC:3.4.23.-]	0
g14352.t1	KeggGhostKoala	K09598	 SPPL3; signal peptide peptidase-like 3 [EC:3.4.23.-]	0
g48172.t1	KeggGhostKoala	K09602	 OTUB1; ubiquitin thioesterase protein OTUB1 [EC:3.4.19.12]	0
g1118.t1	KeggGhostKoala	K09613	 COPS5, CSN5; COP9 signalosome complex subunit 5 [EC:3.4.-.-]	0
g683.t1	KeggGhostKoala	K09645	 CPVL; vitellogenic carboxypeptidase-like protein [EC:3.4.16.-]	0
g685.t1	KeggGhostKoala	K09645	 CPVL; vitellogenic carboxypeptidase-like protein [EC:3.4.16.-]	0
g1975.t1	KeggGhostKoala	K09645	 CPVL; vitellogenic carboxypeptidase-like protein [EC:3.4.16.-]	0
g17826.t1	KeggGhostKoala	K09645	 CPVL; vitellogenic carboxypeptidase-like protein [EC:3.4.16.-]	0
g17827.t1	KeggGhostKoala	K09645	 CPVL; vitellogenic carboxypeptidase-like protein [EC:3.4.16.-]	0
g36047.t1	KeggGhostKoala	K09645	 CPVL; vitellogenic carboxypeptidase-like protein [EC:3.4.16.-]	0
g36048.t1	KeggGhostKoala	K09645	 CPVL; vitellogenic carboxypeptidase-like protein [EC:3.4.16.-]	0
g36049.t1	KeggGhostKoala	K09645	 CPVL; vitellogenic carboxypeptidase-like protein [EC:3.4.16.-]	0
g36051.t1	KeggGhostKoala	K09645	 CPVL; vitellogenic carboxypeptidase-like protein [EC:3.4.16.-]	0
g32268.t1	KeggGhostKoala	K09646	 SCPEP1; serine carboxypeptidase 1 [EC:3.4.16.-]	0
g40996.t1	KeggGhostKoala	K09646	 SCPEP1; serine carboxypeptidase 1 [EC:3.4.16.-]	0
g45796.t1	KeggGhostKoala	K09646	 SCPEP1; serine carboxypeptidase 1 [EC:3.4.16.-]	0
g37415.t1	KeggGhostKoala	K09647	 IMP1; mitochondrial inner membrane protease subunit 1 [EC:3.4.21.-]	0
g43174.t1	KeggGhostKoala	K09647	 IMP1; mitochondrial inner membrane protease subunit 1 [EC:3.4.21.-]	0
g43174.t2	KeggGhostKoala	K09647	 IMP1; mitochondrial inner membrane protease subunit 1 [EC:3.4.21.-]	0
g48845.t1	KeggGhostKoala	K09647	 IMP1; mitochondrial inner membrane protease subunit 1 [EC:3.4.21.-]	0
g5855.t1	KeggGhostKoala	K09648	 IMP2; mitochondrial inner membrane protease subunit 2 [EC:3.4.21.-]	0
g4656.t1	KeggGhostKoala	K09651	 RHBDD1; rhomboid domain-containing protein 1 [EC:3.4.21.-]	0
g33099.t1	KeggGhostKoala	K09658	 DPM2; dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit	0
g45656.t1	KeggGhostKoala	K09658	 DPM2; dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit	0
g4742.t1	KeggGhostKoala	K09659	 DPM3; dolichyl-phosphate mannosyltransferase polypeptide 3	0
g15948.t1	KeggGhostKoala	K09659	 DPM3; dolichyl-phosphate mannosyltransferase polypeptide 3	0
g26023.t1	KeggGhostKoala	K09660	 MPDU1; mannose-P-dolichol utilization defect 1	0
g11002.t1	KeggGhostKoala	K09667	 OGT; protein O-GlcNAc transferase [EC:2.4.1.255]	0
g39619.t1	KeggGhostKoala	K09667	 OGT; protein O-GlcNAc transferase [EC:2.4.1.255]	0
g48515.t1	KeggGhostKoala	K09667	 OGT; protein O-GlcNAc transferase [EC:2.4.1.255]	0
g19183.t1	KeggGhostKoala	K09680	 coaW; type II pantothenate kinase [EC:2.7.1.33]	0
g19183.t2	KeggGhostKoala	K09680	 coaW; type II pantothenate kinase [EC:2.7.1.33]	0
g19183.t3	KeggGhostKoala	K09680	 coaW; type II pantothenate kinase [EC:2.7.1.33]	0
g37434.t1	KeggGhostKoala	K09680	 coaW; type II pantothenate kinase [EC:2.7.1.33]	0
g50250.t1	KeggGhostKoala	K09680	 coaW; type II pantothenate kinase [EC:2.7.1.33]	0
g1575.t1	KeggGhostKoala	K09699	 DBT, bkdB; 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]	0
g1575.t2	KeggGhostKoala	K09699	 DBT, bkdB; 2-oxoisovalerate dehydrogenase E2 component (dihydrolipoyl transacylase) [EC:2.3.1.168]	0
g8477.t1	KeggGhostKoala	K09705	 K09705; uncharacterized protein	0
g8480.t1	KeggGhostKoala	K09705	 K09705; uncharacterized protein	0
g21771.t1	KeggGhostKoala	K09705	 K09705; uncharacterized protein	0
g28859.t1	KeggGhostKoala	K09705	 K09705; uncharacterized protein	0
g30384.t1	KeggGhostKoala	K09705	 K09705; uncharacterized protein	0
g40218.t1	KeggGhostKoala	K09705	 K09705; uncharacterized protein	0
g31686.t1	KeggGhostKoala	K09716	 dtdA, GEK1; D-aminoacyl-tRNA deacylase [EC:3.1.1.96]	0
g49510.t1	KeggGhostKoala	K09716	 dtdA, GEK1; D-aminoacyl-tRNA deacylase [EC:3.1.1.96]	0
g49510.t2	KeggGhostKoala	K09716	 dtdA, GEK1; D-aminoacyl-tRNA deacylase [EC:3.1.1.96]	0
g4268.t1	KeggGhostKoala	K09753	 CCR; cinnamoyl-CoA reductase [EC:1.2.1.44]	0
g32655.t1	KeggGhostKoala	K09754	 CYP98A, C3'H; 5-O-(4-coumaroyl)-D-quinate 3'-monooxygenase [EC:1.14.14.96]	0
g32656.t1	KeggGhostKoala	K09754	 CYP98A, C3'H; 5-O-(4-coumaroyl)-D-quinate 3'-monooxygenase [EC:1.14.14.96]	0
g47480.t1	KeggGhostKoala	K09754	 CYP98A, C3'H; 5-O-(4-coumaroyl)-D-quinate 3'-monooxygenase [EC:1.14.14.96]	0
g9713.t1	KeggGhostKoala	K09755	 CYP84A, F5H; ferulate-5-hydroxylase [EC:1.14.-.-]	0
g20130.t1	KeggGhostKoala	K09755	 CYP84A, F5H; ferulate-5-hydroxylase [EC:1.14.-.-]	0
g32589.t1	KeggGhostKoala	K09755	 CYP84A, F5H; ferulate-5-hydroxylase [EC:1.14.-.-]	0
g32590.t1	KeggGhostKoala	K09755	 CYP84A, F5H; ferulate-5-hydroxylase [EC:1.14.-.-]	0
g32591.t1	KeggGhostKoala	K09755	 CYP84A, F5H; ferulate-5-hydroxylase [EC:1.14.-.-]	0
g50577.t1	KeggGhostKoala	K09755	 CYP84A, F5H; ferulate-5-hydroxylase [EC:1.14.-.-]	0
g18513.t1	KeggGhostKoala	K09761	 rsmE; 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	0
g18513.t2	KeggGhostKoala	K09761	 rsmE; 16S rRNA (uracil1498-N3)-methyltransferase [EC:2.1.1.193]	0
g20456.t1	KeggGhostKoala	K09775	 K09775; uncharacterized protein	0
g24499.t1	KeggGhostKoala	K09775	 K09775; uncharacterized protein	0
g33608.t1	KeggGhostKoala	K09775	 K09775; uncharacterized protein	0
g8503.t1	KeggGhostKoala	K09828	 DHCR24, DWF1; Delta24-sterol reductase [EC:1.3.1.72 1.3.1.-]	0
g16990.t1	KeggGhostKoala	K09832	 CYP710A; sterol 22-desaturase [EC:1.14.19.41]	0
g33357.t1	KeggGhostKoala	K09832	 CYP710A; sterol 22-desaturase [EC:1.14.19.41]	0
g34044.t1	KeggGhostKoala	K09832	 CYP710A; sterol 22-desaturase [EC:1.14.19.41]	0
g45086.t1	KeggGhostKoala	K09832	 CYP710A; sterol 22-desaturase [EC:1.14.19.41]	0
g7637.t1	KeggGhostKoala	K09833	 HPT, HGGT, ubiA; homogentisate phytyltransferase / homogentisate geranylgeranyltransferase [EC:2.5.1.115 2.5.1.116]	0
g37043.t1	KeggGhostKoala	K09833	 HPT, HGGT, ubiA; homogentisate phytyltransferase / homogentisate geranylgeranyltransferase [EC:2.5.1.115 2.5.1.116]	0
g37043.t2	KeggGhostKoala	K09833	 HPT, HGGT, ubiA; homogentisate phytyltransferase / homogentisate geranylgeranyltransferase [EC:2.5.1.115 2.5.1.116]	0
g2559.t1	KeggGhostKoala	K09834	 VTE1, SXD1; tocopherol cyclase [EC:5.5.1.24]	0
g36140.t1	KeggGhostKoala	K09835	 crtISO, crtH; prolycopene isomerase [EC:5.2.1.13]	0
g3997.t1	KeggGhostKoala	K09837	 LUT1, CYP97C1; carotenoid epsilon hydroxylase [EC:1.14.14.158]	0
g45755.t1	KeggGhostKoala	K09837	 LUT1, CYP97C1; carotenoid epsilon hydroxylase [EC:1.14.14.158]	0
g415.t1	KeggGhostKoala	K09838	 ZEP, ABA1; zeaxanthin epoxidase [EC:1.14.15.21]	0
g12248.t1	KeggGhostKoala	K09838	 ZEP, ABA1; zeaxanthin epoxidase [EC:1.14.15.21]	0
g18885.t1	KeggGhostKoala	K09838	 ZEP, ABA1; zeaxanthin epoxidase [EC:1.14.15.21]	0
g19348.t1	KeggGhostKoala	K09838	 ZEP, ABA1; zeaxanthin epoxidase [EC:1.14.15.21]	0
g2015.t1	KeggGhostKoala	K09839	 VDE, NPQ1; violaxanthin de-epoxidase [EC:1.23.5.1]	0
g6526.t1	KeggGhostKoala	K09840	 NCED; 9-cis-epoxycarotenoid dioxygenase [EC:1.13.11.51]	0
g18413.t1	KeggGhostKoala	K09840	 NCED; 9-cis-epoxycarotenoid dioxygenase [EC:1.13.11.51]	0
g24533.t1	KeggGhostKoala	K09840	 NCED; 9-cis-epoxycarotenoid dioxygenase [EC:1.13.11.51]	0
g37231.t1	KeggGhostKoala	K09840	 NCED; 9-cis-epoxycarotenoid dioxygenase [EC:1.13.11.51]	0
g37231.t2	KeggGhostKoala	K09840	 NCED; 9-cis-epoxycarotenoid dioxygenase [EC:1.13.11.51]	0
g50675.t1	KeggGhostKoala	K09840	 NCED; 9-cis-epoxycarotenoid dioxygenase [EC:1.13.11.51]	0
g15882.t1	KeggGhostKoala	K09841	 ABA2; xanthoxin dehydrogenase [EC:1.1.1.288]	0
g18134.t1	KeggGhostKoala	K09841	 ABA2; xanthoxin dehydrogenase [EC:1.1.1.288]	0
g18134.t2	KeggGhostKoala	K09841	 ABA2; xanthoxin dehydrogenase [EC:1.1.1.288]	0
g18135.t1	KeggGhostKoala	K09841	 ABA2; xanthoxin dehydrogenase [EC:1.1.1.288]	0
g18138.t1	KeggGhostKoala	K09841	 ABA2; xanthoxin dehydrogenase [EC:1.1.1.288]	0
g20505.t1	KeggGhostKoala	K09841	 ABA2; xanthoxin dehydrogenase [EC:1.1.1.288]	0
g20506.t1	KeggGhostKoala	K09841	 ABA2; xanthoxin dehydrogenase [EC:1.1.1.288]	0
g28326.t1	KeggGhostKoala	K09841	 ABA2; xanthoxin dehydrogenase [EC:1.1.1.288]	0
g39743.t1	KeggGhostKoala	K09841	 ABA2; xanthoxin dehydrogenase [EC:1.1.1.288]	0
g28851.t1	KeggGhostKoala	K09842	 AAO3; abscisic-aldehyde oxidase [EC:1.2.3.14]	0
g7606.t1	KeggGhostKoala	K09843	 CYP707A; (+)-abscisic acid 8'-hydroxylase [EC:1.14.14.137]	0
g12153.t1	KeggGhostKoala	K09843	 CYP707A; (+)-abscisic acid 8'-hydroxylase [EC:1.14.14.137]	0
g16165.t1	KeggGhostKoala	K09843	 CYP707A; (+)-abscisic acid 8'-hydroxylase [EC:1.14.14.137]	0
g28089.t1	KeggGhostKoala	K09843	 CYP707A; (+)-abscisic acid 8'-hydroxylase [EC:1.14.14.137]	0
g28375.t1	KeggGhostKoala	K09843	 CYP707A; (+)-abscisic acid 8'-hydroxylase [EC:1.14.14.137]	0
g6610.t1	KeggGhostKoala	K09872	 PIP; aquaporin PIP	0
g8443.t1	KeggGhostKoala	K09872	 PIP; aquaporin PIP	0
g8935.t1	KeggGhostKoala	K09872	 PIP; aquaporin PIP	0
g11171.t1	KeggGhostKoala	K09872	 PIP; aquaporin PIP	0
g11738.t1	KeggGhostKoala	K09872	 PIP; aquaporin PIP	0
g15824.t1	KeggGhostKoala	K09872	 PIP; aquaporin PIP	0
g19735.t1	KeggGhostKoala	K09872	 PIP; aquaporin PIP	0
g19736.t1	KeggGhostKoala	K09872	 PIP; aquaporin PIP	0
g26312.t1	KeggGhostKoala	K09872	 PIP; aquaporin PIP	0
g26312.t2	KeggGhostKoala	K09872	 PIP; aquaporin PIP	0
g29978.t1	KeggGhostKoala	K09872	 PIP; aquaporin PIP	0
g33424.t1	KeggGhostKoala	K09872	 PIP; aquaporin PIP	0
g33425.t1	KeggGhostKoala	K09872	 PIP; aquaporin PIP	0
g33425.t2	KeggGhostKoala	K09872	 PIP; aquaporin PIP	0
g37012.t1	KeggGhostKoala	K09872	 PIP; aquaporin PIP	0
g39870.t1	KeggGhostKoala	K09872	 PIP; aquaporin PIP	0
g1852.t1	KeggGhostKoala	K09873	 TIP; aquaporin TIP	0
g3993.t1	KeggGhostKoala	K09873	 TIP; aquaporin TIP	0
g8222.t1	KeggGhostKoala	K09873	 TIP; aquaporin TIP	0
g12621.t1	KeggGhostKoala	K09873	 TIP; aquaporin TIP	0
g25007.t1	KeggGhostKoala	K09873	 TIP; aquaporin TIP	0
g30991.t1	KeggGhostKoala	K09873	 TIP; aquaporin TIP	0
g33892.t1	KeggGhostKoala	K09873	 TIP; aquaporin TIP	0
g47688.t1	KeggGhostKoala	K09873	 TIP; aquaporin TIP	0
g48731.t1	KeggGhostKoala	K09873	 TIP; aquaporin TIP	0
g48920.t1	KeggGhostKoala	K09873	 TIP; aquaporin TIP	0
g225.t1	KeggGhostKoala	K09874	 NIP; aquaporin NIP	0
g1090.t1	KeggGhostKoala	K09874	 NIP; aquaporin NIP	0
g11864.t1	KeggGhostKoala	K09874	 NIP; aquaporin NIP	0
g11865.t1	KeggGhostKoala	K09874	 NIP; aquaporin NIP	0
g13614.t1	KeggGhostKoala	K09874	 NIP; aquaporin NIP	0
g20786.t1	KeggGhostKoala	K09874	 NIP; aquaporin NIP	0
g24187.t1	KeggGhostKoala	K09874	 NIP; aquaporin NIP	0
g24188.t1	KeggGhostKoala	K09874	 NIP; aquaporin NIP	0
g37466.t1	KeggGhostKoala	K09874	 NIP; aquaporin NIP	0
g37467.t1	KeggGhostKoala	K09874	 NIP; aquaporin NIP	0
g37468.t1	KeggGhostKoala	K09874	 NIP; aquaporin NIP	0
g47908.t1	KeggGhostKoala	K09874	 NIP; aquaporin NIP	0
g47909.t1	KeggGhostKoala	K09874	 NIP; aquaporin NIP	0
g47910.t1	KeggGhostKoala	K09874	 NIP; aquaporin NIP	0
g5715.t1	KeggGhostKoala	K09875	 SIP; aquaporin SIP	0
g8985.t1	KeggGhostKoala	K09875	 SIP; aquaporin SIP	0
g16188.t1	KeggGhostKoala	K09875	 SIP; aquaporin SIP	0
g9609.t1	KeggGhostKoala	K09903	 pyrH; uridylate kinase [EC:2.7.4.22]	0
g21545.t1	KeggGhostKoala	K09919	 K09919; uncharacterized protein	0
g25004.t1	KeggGhostKoala	K09942	 K09942; uncharacterized protein	0
g11814.t1	KeggGhostKoala	K09955	 K09955; uncharacterized protein	0
g11815.t1	KeggGhostKoala	K09955	 K09955; uncharacterized protein	0
g11816.t1	KeggGhostKoala	K09955	 K09955; uncharacterized protein	0
g11817.t1	KeggGhostKoala	K09955	 K09955; uncharacterized protein	0
g17589.t1	KeggGhostKoala	K09955	 K09955; uncharacterized protein	0
g29091.t1	KeggGhostKoala	K09955	 K09955; uncharacterized protein	0
g29092.t1	KeggGhostKoala	K09955	 K09955; uncharacterized protein	0
g29092.t2	KeggGhostKoala	K09955	 K09955; uncharacterized protein	0
g29092.t3	KeggGhostKoala	K09955	 K09955; uncharacterized protein	0
g39432.t1	KeggGhostKoala	K10046	 GME; GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]	0
g3874.t1	KeggGhostKoala	K10047	 VTC4; inositol-phosphate phosphatase / L-galactose 1-phosphate phosphatase [EC:3.1.3.25 3.1.3.93]	0
g40105.t1	KeggGhostKoala	K10084	 EDEM1; ER degradation enhancer, mannosidase alpha-like 1	0
g49911.t1	KeggGhostKoala	K10084	 EDEM1; ER degradation enhancer, mannosidase alpha-like 1	0
g17725.t1	KeggGhostKoala	K10085	 EDEM2; ER degradation enhancer, mannosidase alpha-like 2	0
g14329.t1	KeggGhostKoala	K10088	 OS9; protein OS-9	0
g14329.t2	KeggGhostKoala	K10088	 OS9; protein OS-9	0
g14679.t1	KeggGhostKoala	K10134	 EI24; etoposide-induced 2.4 mRNA	0
g14679.t2	KeggGhostKoala	K10134	 EI24; etoposide-induced 2.4 mRNA	0
g3030.t1	KeggGhostKoala	K10140	 DDB2; DNA damage-binding protein 2	0
g7102.t1	KeggGhostKoala	K10143	 RFWD2, COP1; E3 ubiquitin-protein ligase RFWD2 [EC:2.3.2.27]	0
g14959.t1	KeggGhostKoala	K10143	 RFWD2, COP1; E3 ubiquitin-protein ligase RFWD2 [EC:2.3.2.27]	0
g14960.t1	KeggGhostKoala	K10143	 RFWD2, COP1; E3 ubiquitin-protein ligase RFWD2 [EC:2.3.2.27]	0
g37954.t1	KeggGhostKoala	K10143	 RFWD2, COP1; E3 ubiquitin-protein ligase RFWD2 [EC:2.3.2.27]	0
g37954.t2	KeggGhostKoala	K10143	 RFWD2, COP1; E3 ubiquitin-protein ligase RFWD2 [EC:2.3.2.27]	0
g7544.t1	KeggGhostKoala	K10144	 RCHY1, PIRH2; RING finger and CHY zinc finger domain-containing protein 1 [EC:2.3.2.27]	0
g10930.t1	KeggGhostKoala	K10144	 RCHY1, PIRH2; RING finger and CHY zinc finger domain-containing protein 1 [EC:2.3.2.27]	0
g27605.t1	KeggGhostKoala	K10144	 RCHY1, PIRH2; RING finger and CHY zinc finger domain-containing protein 1 [EC:2.3.2.27]	0
g29588.t1	KeggGhostKoala	K10144	 RCHY1, PIRH2; RING finger and CHY zinc finger domain-containing protein 1 [EC:2.3.2.27]	0
g35144.t1	KeggGhostKoala	K10144	 RCHY1, PIRH2; RING finger and CHY zinc finger domain-containing protein 1 [EC:2.3.2.27]	0
g9361.t1	KeggGhostKoala	K10206	 E2.6.1.83; LL-diaminopimelate aminotransferase [EC:2.6.1.83]	0
g20863.t1	KeggGhostKoala	K10206	 E2.6.1.83; LL-diaminopimelate aminotransferase [EC:2.6.1.83]	0
g30862.t1	KeggGhostKoala	K10251	 HSD17B12, KAR, IFA38; 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]	0
g30863.t1	KeggGhostKoala	K10251	 HSD17B12, KAR, IFA38; 17beta-estradiol 17-dehydrogenase / very-long-chain 3-oxoacyl-CoA reductase [EC:1.1.1.62 1.1.1.330]	0
g3698.t1	KeggGhostKoala	K10255	 FAD6, desA; acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.23 1.14.19.45]	0
g17113.t1	KeggGhostKoala	K10256	 FAD2; omega-6 fatty acid desaturase / acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.6 1.14.19.22]	0
g28885.t1	KeggGhostKoala	K10256	 FAD2; omega-6 fatty acid desaturase / acyl-lipid omega-6 desaturase (Delta-12 desaturase) [EC:1.14.19.6 1.14.19.22]	0
g7706.t1	KeggGhostKoala	K10257	 FAD3, FAD7, FAD8, desB; acyl-lipid omega-3 desaturase [EC:1.14.19.25 1.14.19.35 1.14.19.36]	0
g7795.t1	KeggGhostKoala	K10257	 FAD3, FAD7, FAD8, desB; acyl-lipid omega-3 desaturase [EC:1.14.19.25 1.14.19.35 1.14.19.36]	0
g16064.t1	KeggGhostKoala	K10257	 FAD3, FAD7, FAD8, desB; acyl-lipid omega-3 desaturase [EC:1.14.19.25 1.14.19.35 1.14.19.36]	0
g34057.t1	KeggGhostKoala	K10257	 FAD3, FAD7, FAD8, desB; acyl-lipid omega-3 desaturase [EC:1.14.19.25 1.14.19.35 1.14.19.36]	0
g34121.t1	KeggGhostKoala	K10257	 FAD3, FAD7, FAD8, desB; acyl-lipid omega-3 desaturase [EC:1.14.19.25 1.14.19.35 1.14.19.36]	0
g34699.t1	KeggGhostKoala	K10257	 FAD3, FAD7, FAD8, desB; acyl-lipid omega-3 desaturase [EC:1.14.19.25 1.14.19.35 1.14.19.36]	0
g8488.t1	KeggGhostKoala	K10258	 TER, TSC13, CER10; very-long-chain enoyl-CoA reductase [EC:1.3.1.93]	0
g12081.t1	KeggGhostKoala	K10258	 TER, TSC13, CER10; very-long-chain enoyl-CoA reductase [EC:1.3.1.93]	0
g21909.t1	KeggGhostKoala	K10258	 TER, TSC13, CER10; very-long-chain enoyl-CoA reductase [EC:1.3.1.93]	0
g23450.t1	KeggGhostKoala	K10258	 TER, TSC13, CER10; very-long-chain enoyl-CoA reductase [EC:1.3.1.93]	0
g2010.t1	KeggGhostKoala	K10268	 FBXL2_20; F-box and leucine-rich repeat protein 2/20	0
g6160.t1	KeggGhostKoala	K10268	 FBXL2_20; F-box and leucine-rich repeat protein 2/20	0
g12281.t1	KeggGhostKoala	K10268	 FBXL2_20; F-box and leucine-rich repeat protein 2/20	0
g14161.t1	KeggGhostKoala	K10268	 FBXL2_20; F-box and leucine-rich repeat protein 2/20	0
g15095.t1	KeggGhostKoala	K10268	 FBXL2_20; F-box and leucine-rich repeat protein 2/20	0
g17415.t1	KeggGhostKoala	K10268	 FBXL2_20; F-box and leucine-rich repeat protein 2/20	0
g19410.t1	KeggGhostKoala	K10268	 FBXL2_20; F-box and leucine-rich repeat protein 2/20	0
g27134.t1	KeggGhostKoala	K10268	 FBXL2_20; F-box and leucine-rich repeat protein 2/20	0
g32575.t1	KeggGhostKoala	K10268	 FBXL2_20; F-box and leucine-rich repeat protein 2/20	0
g32576.t1	KeggGhostKoala	K10268	 FBXL2_20; F-box and leucine-rich repeat protein 2/20	0
g32577.t1	KeggGhostKoala	K10268	 FBXL2_20; F-box and leucine-rich repeat protein 2/20	0
g46429.t1	KeggGhostKoala	K10268	 FBXL2_20; F-box and leucine-rich repeat protein 2/20	0
g47049.t1	KeggGhostKoala	K10268	 FBXL2_20; F-box and leucine-rich repeat protein 2/20	0
g49159.t1	KeggGhostKoala	K10268	 FBXL2_20; F-box and leucine-rich repeat protein 2/20	0
g50143.t1	KeggGhostKoala	K10268	 FBXL2_20; F-box and leucine-rich repeat protein 2/20	0
g50348.t1	KeggGhostKoala	K10268	 FBXL2_20; F-box and leucine-rich repeat protein 2/20	0
g50483.t1	KeggGhostKoala	K10268	 FBXL2_20; F-box and leucine-rich repeat protein 2/20	0
g24286.t1	KeggGhostKoala	K10277	 KDM8, JMJD5; lysine-specific demethylase 8 [EC:1.14.11.27]	0
